#This file is Chinese collocation file
#Lines start with # are comments and will be ignored
#This file is used to extract the check-point of S:Collocation in C2E task
#The format is: [Chiese word 1]~[Pos 1]:Relation:[Pos 2]~[Chinese word 2] [English parts]

哀愁~a:attr:n~阴影	sadness~of~shadow
采用~a:attr:n~技术	adopt~a:attr:n~technology;use~~technique
采用~a:attr:n~量	take~~measurement
采用~a:attr:n~权力	available~~power
采用~a:attr:n~数字	quote~tsub~figure
采用~a:attr:n~顺序	adopt~a:attr:n~sequence
采用~a:attr:n~天数	take~~day
采用~a:attr:n~文件	available~a:attr:n~documentation
采用~a:attr:n~系统	employ~a:attr:n~system
采用~a:attr:n~形式	take~a:attr:n~form
采用~a:attr:n~悬臂	use~~cantilever
采用~v:obj:n~变化	employ~v:obj:n~variation
采用~v:obj:n~表达式	use~of~expression
采用~v:obj:n~波导有效折射率	use~~guide
采用~v:obj:n~材料	use~v:obj:n~material
采用~v:obj:n~策略	adopt~v:obj:n~policy
采用~v:obj:n~常数	adopt~v:obj:n~constant
采用~v:obj:n~乘法器	available~tsub~multiplier
采用~v:obj:n~出纳机	universal~~teller
采用~v:obj:n~词汇	introduce~v:obj:n~word
采用~v:obj:n~措施	take~ltopic~measure
采用~v:obj:n~单位	take~~unit;use~v:obj:n~unit
采用~v:obj:n~电路	employ~ltopic~circuit
采用~v:obj:n~定义	adopt~v:obj:n~definition
采用~v:obj:n~法则	use~v:obj:n~rule
采用~v:obj:n~方案	use~v:obj:n~scheme
采用~v:obj:n~方程	use~v:obj:n~equation
采用~v:obj:n~方法	adopt~v:obj:n~technique;employ~v:obj:n~method;use~v:obj:n~method;apply/adopt a method/a way
采用~v:obj:n~概念	use~v:obj:n~concept
采用~v:obj:n~港	adopt~~port
采用~v:obj:n~公式	use~v:obj:n~equation
采用~v:obj:n~鼓	use~v:obj:n~drum
采用~v:obj:n~光带	use~v:obj:n~band
采用~v:obj:n~过程	use~~process
采用~v:obj:n~机器	introduce~~machinery
采用~v:obj:n~计数器	use~v:obj:n~counter
采用~v:obj:n~计算机	employ~v:obj:n~computation
采用~v:obj:n~技术	adopt the technology;introduce the technology;take the technology;adopt~v:obj:n~technique;employ~~technique;use~v:obj:n~technique
采用~v:obj:n~间距	apply~~pitch
采用~v:obj:n~教学法	adopt~~teach
采用~v:obj:n~接触器	use~v:obj:n~contactor
采用~v:obj:n~晶体管	use~v:obj:n~transistor
采用~v:obj:n~老规矩	employ~~ancient
采用~v:obj:n~离子	use~v:obj:n~ion
采用~v:obj:n~两级	use~~two
采用~v:obj:n~烈度	introduce~~intensity
采用~v:obj:n~灵敏	employ~v:obj:n~sensitive
采用~v:obj:n~煤油	use~v:obj:n~kerosene
采用~v:obj:n~模型	employ~~model;use~of~model
采用~v:obj:n~喷雾法	use~v:obj:n~spray
采用~v:obj:n~拼音文字	adoption~v:obj:n~alphabet
采用~v:obj:n~汽灯	use~v:obj:n~lamp
采用~v:obj:n~器械	introduce~v:obj:n~instrument
采用~v:obj:n~溶液	use~v:obj:n~solution
采用~v:obj:n~时间	use~v:obj:n~time
采用~v:obj:n~数字	quote~~figure
采用~v:obj:n~水	use~~water
采用~v:obj:n~税率	apply~~tax
采用~v:obj:n~顺序	adopt~v:obj:n~sequence
采用~v:obj:n~图形	apply~v:obj:n~figure
采用~v:obj:n~尾巴	use~~tail
采用~v:obj:n~系数	employ~~coefficient
采用~v:obj:n~系统	employ~v:obj:n~system;use~v:obj:n~system
采用~v:obj:n~小	use~~small
采用~v:obj:n~形式	take~v:obj:n~form
采用~v:obj:n~悬臂	employ~~cantilever
采用~v:obj:n~言语	use~~language
采用~v:obj:n~药物	use~of~drug
采用~v:obj:n~一般性	use~~generally
采用~v:obj:n~原理	use~v:obj:n~principle
采用~v:obj:n~增益	use~~gain
采用~v:obj:n~正构	apply~tsub~normal
采用~v:obj:n~织物	use~possr~fabric
采用~v:obj:n~纸币	use~~paper
采用~v:obj:n~钟	use~v:obj:n~clock
采用~v:obj:n~转子	use~tind~rotor
采用~v:obj:n~装置	use~v:obj:n~equipment
采用~v:obj:n~做法	use~v:obj:n~trick
采摘~v:obj:n~树叶	pick~v:obj:n~leaf
采种~a:attr:n~问题	seed~~problem
彩虹~v:mods:d~效应	rainbow~v:mods:d~effect
彩色~a:attr:n~玻璃	colour~~glass;the color glass
彩色~a:attr:n~改变	color~~change
彩色~a:attr:n~感觉	colour~v:mods:d~impression
彩色~a:attr:n~胶片	color~v:mods:d~film;the colored film
彩色~a:attr:n~理论	colour~v:mods:d~theory
彩色~a:attr:n~校样	colour~v:mods:d~proof
踩~a:attr:n~三轮	pedal~~tricycle
踩动~a:attr:n~踏板	work~~treadle
踩动~v:obj:n~缝纫机	work~~sewing-machine
踩紧~v:obj:n~车闸	jam~v:obj:n~brake
菜豆~v:mods:d~罐头	bean~~can
菜花~v:mods:d~片	cauliflower~~piece
参差不齐~a:attr:n~成绩	uneven~~survive
参差不齐~a:attr:n~牙	uneven~~tooth
参观~a:attr:n~水族馆	visit~~aquarium
参观~v:obj:n~厂	see~v:obj:n~mill
参观~v:obj:n~场所	see~~where
参观~v:obj:n~当地	visit~~local
参观~v:obj:n~动物园	visit~to~zoo
参观~v:obj:n~工厂	visit~v:obj:n~factory
参观~v:obj:n~纪念碑	see~v:obj:n~monument
参观~v:obj:n~教堂	visit~v:obj:n~church
参观~v:obj:n~名画	see~v:obj:n~picture
参观~v:obj:n~桥	see~v:obj:n~bridge
参观~v:obj:n~实验室	visit~to~laboratory
参观~v:obj:n~图书馆	considerable~~library
参观~v:obj:n~一处	visit~~same
参加~a:attr:n~茶话会	attend~~tea
参加~a:attr:n~第三者	join~~third
参加~a:attr:n~机会	participate~props~opportunity
参加~a:attr:n~权	attend~purp~privilege
参加~a:attr:n~人	attend~a:attr:n~people;see~a:attr:n~people
参加~a:attr:n~戏剧	participate~~drama
参加~v:obj:n~比赛	attend the match;attend the competition/match/contest;join competition;join the competition/match/contest;participate in match;participate in the competition/match/contest;take part in competition;take part in the competition/match/contest;join~in~game
参加~v:obj:n~茶话会	attend~v:obj:n~tea
参加~v:obj:n~大合唱	join~locn~chorus
参加~v:obj:n~大会	attend a/the conference; go to a/the conference;attend~v:obj:n~rally
参加~v:obj:n~革命军	join~~revolutionary
参加~v:obj:n~公民	enter~tsub~citizen
参加~v:obj:n~过程	participate~locn~process
参加~v:obj:n~会议	attend the meeting;attend the meeting;go to the meeting;join meeting;participate in the meeting;present meeting;take part in meeting;take part in the meeting;attend~v:obj:n~conference;attend~v:obj:n~convention;attend~v:obj:n~session;attend~~parliament;join~v:obj:n~conference
参加~v:obj:n~婚礼	attend the wedding;take part in the wedding ceremony;double~~marry
参加~v:obj:n~活动	attend activities;attend activity;go in for activities;join activity;participate in activities;take part in activities;take part in activity;partake~in~activity
参加~v:obj:n~进攻	join~v:obj:n~attack
参加~v:obj:n~竞赛	attend the competition/the contest;participate in the competition/the contest;take part in the competition/the contest;enter~v:obj:n~competition
参加~v:obj:n~聚会	join~v:obj:n~party
参加~v:obj:n~军队	join~v:obj:n~army
参加~v:obj:n~陆军	enter~v:obj:n~army
参加~v:obj:n~盛宴	partake~of~repast
参加~v:obj:n~探险队	join~v:obj:n~expedition
参加~v:obj:n~听证会	attend~~hearing
参加~v:obj:n~晚会	attend the party/show;join the party/show;participate in the party/show;take part in the party/show;join~v:obj:n~party
参加~v:obj:n~舞会	join~v:obj:n~party
参加~v:obj:n~戏班子	party~v:mods:d~play
参加~v:obj:n~协议	enter~v:obj:n~agreement
参加~v:obj:n~宴会	attend~v:obj:n~dinner;go to/attend a/the party
参加~v:obj:n~游戏	participate~in~game
参加~v:obj:n~战役	enter the battle;enter the campaign;join the battle;join the campaign;participate in the battle;participate in the campaign;take part in the battle;take part in the campaign;fight~v:obj:n~battle
参加~v:obj:n~组织	enter the organization;join the organization;participate in the organization;take part in the organization;join~v:obj:n~group
参加~v:obj:n~最后	participate~~final
参加进来~a:attr:n~人	participate~~individual
参看~v:obj:n~附注	refer~to~footnote
参考~a:attr:n~标准	consider~a:attr:n~criterion
参考~a:attr:n~梗概	reference~with~survey
参考~v:obj:n~标准	consider~v:obj:n~criterion
参考~v:obj:n~过程	reference~~process
参考~v:obj:n~迹线	reference~~trace
参考~v:obj:n~讲稿	refer~to~note
参考~v:obj:n~书	refer~to~book
参考~v:obj:n~文章	refer~to~paper
参谋~v:mods:d~人才	staff~~man
参谋~v:mods:d~人员	staff~partof~member
参谋部~v:mods:d~汽车	staff~v:mods:d~car
参数~v:mods:d~表	parameter~v:mods:d~list
参数~v:mods:d~组合	parameter~v:obj:n~combine
参天~a:attr:n~大树	a/the sky-high tree;a big tree that seems to reach the sky;great~a:attr:n~tree
参议院~v:mods:d~斗争	senate~locn~battle
参议院~v:mods:d~势力	senate~locn~force
参议院~v:mods:d~听证会	senate~v:mods:d~hearing
参与~a:attr:n~运输	participate~~transport
参与~v:obj:n~规则	enter~v:obj:n~program
参与~v:obj:n~活动	attend the activity;participate in the activity;take part in the activity;participation~in~activity;partner~in~venture
参与~v:obj:n~阶段	participate~time~phase
参与~v:obj:n~掠夺	join~~loot
参与~v:obj:n~物质	participate~~material
参与~v:obj:n~政治	participation~a:attr:n~political
参阅~v:obj:n~书	refer~to~book
参战~v:obj:n~决议	war~~resolution
参照~v:obj:n~地球仪	reference~~hard
参照~v:obj:n~零点	reference~lops~zero
残酷~a:attr:n~姑娘	cruel~a:attr:n~girl
残酷~a:attr:n~劳动	inhuman~a:attr:n~labor
残酷~a:attr:n~命运	cruel~a:attr:n~fate
残酷~a:attr:n~男孩	cruel~a:attr:n~boy
残酷~a:attr:n~人	cruel~a:attr:n~man;cruel~a:attr:n~person
残酷~a:attr:n~事	cruel~a:attr:n~thing
残酷~a:attr:n~事实	brute~a:attr:n~fact
残酷~a:attr:n~象征	cruelty~of~symbol
残酷~a:attr:n~语言	cruel~a:attr:n~word
残酷~a:attr:n~战斗	grim~a:attr:n~battle
残酷~a:attr:n~战争	cruel~a:attr:n~war
残酷~v:mods:d~迫害	brutal~a:attr:n~persecution
残酷无情~a:attr:n~暴君	cruel~a:attr:n~despot
残酷无情~a:attr:n~荒原	cruel~a:attr:n~steppe
残留~a:attr:n~苯	residual~a:attr:n~benzene
残留~a:attr:n~碱	residual~a:attr:n~alkali
残留~a:attr:n~杂质	residual~a:attr:n~impurity
残留~v:obj:n~苯	residual~~benzene
残留~v:obj:n~电阻	remain~tsub~resistance
残留~v:obj:n~杂质	residual~~impurity
残忍~a:attr:n~人	cruel~a:attr:n~people
残忍~a:attr:n~形式	cruelty~~form
残忍~a:attr:n~主人	cruel~a:attr:n~master
残忍~v:mods:d~鞭打	cruel~~slash
残杀~a:attr:n~民众	kill~~citizen
残杀~v:obj:n~感情	slaughter~~feeling
残余~v:mods:d~模型	residual~~pattern
残余~v:mods:d~气体	remnant~v:mods:d~gas
残余~v:mods:d~应力	residual~a:attr:n~stress
惨白~a:attr:n~脸	pale~a:attr:n~face;white~a:attr:n~face
惨淡~a:attr:n~屋子	wretched~a:attr:n~room
惨淡~a:attr:n~阳光	pale~~sunshine
惨重~a:attr:n~失败	badly~intnsifs~lose
惨重~a:attr:n~损失	a/the big/heavy loss;heavy~a:attr:n~loss
灿烂~a:attr:n~灯光	bright~a:attr:n~light
灿烂~a:attr:n~阳光	bright~a:attr:n~sun;the bright sunshine; the magnificent sunshine
灿烂~a:attr:n~早晨	golden~a:attr:n~morning
粲然~a:attr:n~笑容	brilliant~a:attr:n~smile
仓促~v:mods:d~行事	haste~v:obj:n~forbid
仓库~v:mods:d~船	depot~v:mods:d~ship
苍白~a:attr:n~脸颊	white~a:attr:n~cheek
苍白~a:attr:n~脸色	pallid~a:attr:n~face
苍白~a:attr:n~面额	pale~a:attr:n~cheek
苍白~a:attr:n~面孔	pale~a:attr:n~face
苍白~a:attr:n~面庞	pale~a:attr:n~face
苍白~a:attr:n~阳光	pale~~sunshine;wan~a:attr:n~light
苍白~a:attr:n~嘴唇	pale~a:attr:n~lip
苍白~v:mods:d~变	pale~v:obj:n~grow;pale~v:obj:n~turn;pallor~tsub~come
苍白~v:mods:d~看似	pale~v:obj:n~look
苍白起来~v:mods:d~变	pale~v:obj:n~grow
苍翠~a:attr:n~环境	verdant~a:attr:n~surroundings
藏~a:attr:n~金银财宝	store~a:attr:n~treasure
藏~a:attr:n~旅馆	hide~~motel
藏~v:obj:n~假钞	hide~v:obj:n~money
藏~v:obj:n~金条	store~v:obj:n~bullion
藏~v:obj:n~利剑	hide~v:obj:n~sword
藏~v:obj:n~旅馆	hide~~motel
藏~v:obj:n~球	conceal~v:obj:n~ball
藏~v:obj:n~热情	conceal~tsub~passion
藏~v:obj:n~人	hide~tsub~man
藏~v:obj:n~桌子	conceal~~table
藏起来~v:obj:n~钱	stash~v:obj:n~money
藏起来~v:obj:n~锁	up~~lock
藏身~a:attr:n~处	hide~~place
藏书~v:mods:d~规模	collection~v:mods:d~size
操持~v:obj:n~家务	keep~v:obj:n~house;keep~~household
操纵~v:obj:n~机床	operate~v:obj:n~machine
操纵~v:obj:n~踏板	operate~v:obj:n~pedal
操纵~v:obj:n~无线电	operate~v:obj:n~radio
操作~v:obj:n~差错	operation~~mistake
操作~v:obj:n~管理	operation~~supervision
操作~v:obj:n~机器	handle~v:obj:n~machine
操作~v:obj:n~器件	operate~v:obj:n~device
嘈杂~a:attr:n~人群	noisy~a:attr:n~crowd
嘈杂~a:attr:n~声音	babel~~voice
槽~v:mods:d~一端	slot~partof~end
草~v:mods:d~堤	grassy~a:attr:n~bank
草~v:mods:d~动物	herbivorous~a:attr:n~animal
草地~v:mods:d~管理	grassland~v:mods:d~management
草率~a:attr:n~结论	hasty~a:attr:n~conclusion
草率~v:mods:d~下结论	hasty~a:attr:n~conclusion
草莓~v:mods:d~味道	strawberry~~taste
草坪~v:mods:d~上耙	lawn~~rake
草签~v:mods:d~协定	initial~~agreement
草食~v:mods:d~动物	herbivorous~a:attr:n~animal
草体~v:mods:d~字母	script~v:mods:d~letter
草原~v:mods:d~土壤	grassland~v:mods:d~soil
草原~v:mods:d~植被	steppe~v:mods:d~vegetation
侧~a:attr:n~层	side~locn~layer
侧~v:obj:n~层	side~~layer
侧~v:obj:n~反应	lateral~~response
侧~v:obj:n~光	side~~light
侧~v:obj:n~积	lateral~~deposit
侧~v:obj:n~角	sideslip~~angle
侧~v:obj:n~力	sideways~~force
侧~v:obj:n~一个	side~lops~each
侧面~v:mods:d~切槽	flank~locn~cut
侧向~v:obj:n~变化	lateral~~change
厕所~v:mods:d~水箱	toilet~v:mods:d~tank
测~a:attr:n~物质	measure~a:attr:n~material
测~v:obj:n~波仪	probe~v:mods:d~wave
测~v:obj:n~尿	measurement~~urine
测~v:obj:n~区	survey~~area
测~v:obj:n~网	measure~~grid
测~v:obj:n~温度	measure~v:obj:n~temperature
测~v:obj:n~线	survey~classifier~line
测~v:obj:n~性质	measurable~~property
测~v:obj:n~仪表	test~~instrument
测出~a:attr:n~变化	measurable~a:attr:n~change
测出~a:attr:n~位移	detect~~shift
测出~v:obj:n~变化	measurable~~change
测出~v:obj:n~恒星	detect~~star
测出~v:obj:n~距离	gauge~~distance
测出~v:obj:n~面积	measure~lcmp~area
测出~v:obj:n~应力	measure~v:obj:n~stress
测定~a:attr:n~差	measure~~difference
测定~a:attr:n~大小	establish~~size
测定~a:attr:n~单位	measure~meansof~unit
测定~a:attr:n~方法	determination~~method;measure~meansof~method;measure~of~method
测定~a:attr:n~放射性	measure~~radioactivity
测定~a:attr:n~高程	fix~~height
测定~a:attr:n~含氧量	determine~~content
测定~a:attr:n~破坏	determine~~damage
测定~a:attr:n~问题	determine~of~problem
测定~a:attr:n~血	determine~~blood
测定~a:attr:n~样品	determination~~sample
测定~a:attr:n~坐标	determine~~coordinate
测定~v:obj:n~变化	determine~v:obj:n~change
测定~v:obj:n~表面积	determination~~surface
测定~v:obj:n~长度	determine~~length
测定~v:obj:n~常数	measurement~v:obj:n~constant
测定~v:obj:n~纯度	test~v:obj:n~purity
测定~v:obj:n~催化剂	determine~~catalyst;measure~~catalyst
测定~v:obj:n~法	specify~v:obj:n~method
测定~v:obj:n~方法	determination~~use;measure~~method
测定~v:obj:n~放射性	measure~~radioactivity
测定~v:obj:n~分散度	measurement~~dispersion
测定~v:obj:n~高程	fix~v:obj:n~height
测定~v:obj:n~高度	measurement~v:obj:n~height
测定~v:obj:n~含量	test~~content
测定~v:obj:n~痕量	measure~~trace
测定~v:obj:n~恒星	determine~~star
测定~v:obj:n~厚度	measure~~thickness
测定~v:obj:n~颗粒	measure~~particle
测定~v:obj:n~篱笆	set~~fence
测定~v:obj:n~密度	measurement~v:mods:d~density
测定~v:obj:n~能力	determine~~capacity
测定~v:obj:n~能量	measure~~energy
测定~v:obj:n~气体	determine~~gas
测定~v:obj:n~强度	determine~v:obj:n~strength
测定~v:obj:n~热辐射	determine~v:obj:n~radiation
测定~v:obj:n~容积流量	measure~~volume
测定~v:obj:n~色度	determination~of~color
测定~v:obj:n~色散	measure~v:obj:n~dispersion
测定~v:obj:n~湿度	measurement~v:mods:d~humidity
测定~v:obj:n~事实	determine~~fact
测定~v:obj:n~试样	establish~~sample
测定~v:obj:n~数据	determination~~datum
测定~v:obj:n~速度	measure~v:obj:n~speed
测定~v:obj:n~体积	measurement~v:obj:n~volume
测定~v:obj:n~体内	determine~~body
测定~v:obj:n~土壤	determine~~soil
测定~v:obj:n~效应	measurement~v:obj:n~effect
测定~v:obj:n~岩层	determination~~layer
测定~v:obj:n~样品	determination~~sample
测定~v:obj:n~硬度	test~v:mods:d~hardness
测定~v:obj:n~铀	determination~of~uranium
测定~v:obj:n~阵地	spot~v:obj:n~position
测定~v:obj:n~植株	measure~~plant
测定~v:obj:n~种类	measure~~kind
测定~v:obj:n~重量	determine~v:obj:n~weight
测定~v:obj:n~状态	determine~v:obj:n~status
测定出~v:obj:n~速度	determine~v:obj:n~speed
测定溶解~v:obj:n~氧	determination~of~oxygen
测绘~v:obj:n~方法	map~v:obj:n~method
测量~a:attr:n~方法	measurement~of~method;measure~of~method
测量~a:attr:n~基础	measurement~on~base
测量~a:attr:n~科学家	measure~~scientist
测量~a:attr:n~粒子	measure~~particle
测量~a:attr:n~流量	measure~~watershed
测量~a:attr:n~问题	measurement~~problem
测量~a:attr:n~仪器	measure~meansof~instrument
测量~a:attr:n~质量	measure~~mass
测量~v:obj:n~包括	measurement~~include
测量~v:obj:n~变化	measurement~v:obj:n~variation
测量~v:obj:n~产生	measurement~~occur
测量~v:obj:n~长度	measure~v:obj:n~length
测量~v:obj:n~磁场	measure~v:obj:n~field
测量~v:obj:n~地基	survey~v:obj:n~land
测量~v:obj:n~电阻	measurement~v:obj:n~resistance
测量~v:obj:n~方法	measurement~~method
测量~v:obj:n~放射	measure~~radiogenic
测量~v:obj:n~风	measure~v:obj:n~wind
测量~v:obj:n~活动	measure~v:obj:n~activity
测量~v:obj:n~检测	survey~for~detection
测量~v:obj:n~揭示	measurement~~disclose
测量~v:obj:n~结构	measure~~structural
测量~v:obj:n~具有	measurement~~peculiar
测量~v:obj:n~距离	measure~v:obj:n~distance
测量~v:obj:n~粒子	measure~~particle
测量~v:obj:n~联系起来	measurement~~relate
测量~v:obj:n~流注	gauge~v:obj:n~stream
测量~v:obj:n~脉冲	detect~v:obj:n~pulse
测量~v:obj:n~强度	measurement~v:obj:n~intensity;measure~v:obj:n~intensity;measure~v:obj:n~strength
测量~v:obj:n~热导率	measurement~v:mods:d~conductivity
产品~v:mods:d~气体	product~v:mods:d~gas
产品~v:mods:d~数量	product~of~amount
产品~v:mods:d~酸	product~v:mods:d~acid
产品~v:mods:d~性质	product~v:mods:d~property
产品~v:mods:d~质量	product~v:mods:d~quality
产权~v:mods:d~组合	right~of~mix
产生~a:attr:n~背	generate~~back
产生~a:attr:n~变化	organism~locn~change
产生~a:attr:n~变形	produce~a:attr:n~deformation
产生~a:attr:n~变种	produce~a:attr:n~variety
产生~a:attr:n~部位	production~for~site
产生~a:attr:n~磁性	occur~~magnetic
产生~a:attr:n~读数	produce~~reading
产生~a:attr:n~方程	generate~~equation
产生~a:attr:n~方法	generate~~method
产生~a:attr:n~辐射	produce~a:attr:n~radiation
产生~a:attr:n~腹部	produce~~belly
产生~a:attr:n~贡献	arise~~contribution
产生~a:attr:n~光子	create~~photon
产生~a:attr:n~过程	produce~a:attr:n~process
产生~a:attr:n~活动	produce~a:attr:n~activity
产生~a:attr:n~经济	produce~~economic
产生~a:attr:n~类	arise~a:attr:n~kind
产生~a:attr:n~力	produce~~traction
产生~a:attr:n~历史观	derive~~historical
产生~a:attr:n~能力	produce~a:attr:n~power
产生~a:attr:n~能量	yield~~energy
产生~a:attr:n~胚	rise~~embryo
产生~a:attr:n~品种	produce~a:attr:n~variety
产生~a:attr:n~情绪	engender~a:attr:n~sentiment
产生~a:attr:n~容	produce~a:attr:n~tolerance
产生~a:attr:n~生命	arise~~life
产生~a:attr:n~数量	produce~~amount
产生~a:attr:n~特性	rise~~property
产生~a:attr:n~污点	bear~~stain
产生~a:attr:n~物质	produce~a:attr:n~material;produce~~body
产生~a:attr:n~效果	produce~a:attr:n~effect
产生~a:attr:n~效应	produce~a:attr:n~effect
产生~a:attr:n~液体	produce~a:attr:n~fluid
产生~a:attr:n~乙烯	produce~a:attr:n~ethylene
产生~a:attr:n~意义	arise~props~sense
产生~a:attr:n~音乐	produce~a:attr:n~music
产生~a:attr:n~影响	exercise~~influence
产生~a:attr:n~有机酸	produce~~organic
产生~a:attr:n~杂种	produce~~hybrid
产生~a:attr:n~载荷	produce~~load
产生~a:attr:n~组织	derive~~tissue
产生~a:attr:n~作用	produce~~effect
产生~v:obj:n~爱	produce~v:obj:n~love
